1,4701,3,1,1
2,0532,3,0,1
3,2830,3,1,1
4,1756,3,1,1
5,6352,3,0,1
1,5231,3,1,2
2,3294,1,2,2
3,5893,3,0,2
1,4518,3,0,3
2,1976,4,0,3
3,0259,1,0,3
4,7395,0,4,3
5,1273,1,0,3
1,1074,4,0,4
1,0537,0,2,5
2,7581,1,0,5
3,0163,0,4,5
4,2710,1,2,5
5,0327,3,1,5
6,6034,2,1,5
1,6492,3,0,6
2,7065,2,1,6
3,9124,3,0,6
4,7105,0,2,6
5,4826,4,0,6
6,1364,4,0,6
7,9357,3,0,6
8,1245,0,3,6
1,2105,0,0,7
2,3465,0,1,7
1,8420,4,0,8
2,9724,3,0,8
3,7468,1,2,8
4,8036,2,2,8
5,0975,0,3,8
6,7685,0,1,8
1,0216,3,0,9
2,6832,4,0,9
3,1238,1,1,9
1,2739,3,0,10
2,0619,0,0,10
1,0362,2,1,11
2,8437,1,1,11
3,3854,0,4,11
4,0185,3,0,11
5,6504,2,0,11
6,6517,3,1,11
1,9652,1,3,12
2,9836,0,2,12
3,3649,1,2,12
4,7843,4,0,12
5,8417,1,0,12
1,6982,3,0,13
1,6153,3,0,14
2,0469,0,2,14
3,5629,3,1,14
4,1604,0,1,14
5,9420,2,1,14
6,7013,1,3,14
7,5293,3,0,14
8,1245,3,0,14
9,5082,1,3,14
1,6429,4,0,15
1,3574,1,3,16
2,0729,1,2,16
3,2850,1,1,16
4,4521,4,0,16
1,1286,0,2,17
2,9514,0,3,17
3,4630,4,0,17
4,5967,4,0,17
5,6859,0,4,17
6,9641,2,2,17
1,9857,4,0,18
2,7691,2,0,18
3,9421,0,0,18
4,4953,1,1,18
1,4763,4,0,19
2,1487,3,0,19
3,0148,3,1,19
4,6324,3,1,19
5,4928,4,0,19
6,8260,0,3,19
7,1832,1,3,19
1,4063,4,0,20
2,8726,3,0,20
1,5647,2,2,21
2,3876,3,0,21
3,7638,2,0,21
4,4735,2,0,21
5,0349,0,1,21
6,0532,3,0,21
7,9360,3,0,21
1,8175,0,3,22
2,9067,3,1,22
3,7832,0,3,22
4,4183,1,0,22
5,3062,0,2,22
6,2173,2,0,22
7,3862,4,0,22
8,9035,4,0,22
9,7219,3,0,22
10,8203,1,0,22
1,9745,0,3,23
2,9538,4,0,23
3,2198,0,2,23
4,0159,4,0,23
5,1320,0,1,23
6,8437,1,3,23
1,8167,1,3,24
2,9280,4,0,24
3,8561,1,3,24
4,3948,3,1,24
5,6237,3,0,24
6,0781,2,2,24
7,0591,1,3,24
8,5378,0,0,24
9,3259,3,0,24
10,4613,3,0,24
1,9341,1,1,25
2,8347,0,2,25
3,0958,4,0,25
4,4978,2,1,25
5,0476,3,1,25
6,2590,1,1,25
7,3109,3,1,25
8,9273,0,3,25
9,3581,1,3,25
10,7132,4,0,25
1,7812,4,0,26
2,2836,0,4,26
3,2671,3,1,26
4,3562,2,2,26
5,0273,4,0,26
6,8049,3,0,26
7,7081,2,2,26
1,1093,0,1,27
2,4726,3,0,27
1,2076,0,1,28
2,8241,0,4,28
3,0687,3,0,28
1,5197,3,1,29
2,7385,0,0,29
3,2430,1,2,29
1,2910,4,0,30
2,8942,2,1,30
3,8297,0,4,30
4,5709,1,2,30
5,4586,4,0,30
6,2357,4,0,30
1,3098,2,1,31
2,5364,3,1,31
3,8052,1,1,31
4,0875,1,3,31
5,1245,2,0,31
6,7845,3,0,31
7,6057,1,1,31
8,2753,1,3,31
9,4362,4,0,31
1,1809,1,0,32
2,7539,3,1,32
3,5271,0,2,32
4,3129,4,0,32
5,3150,2,0,32
6,8762,1,1,32
7,7962,3,0,32
8,4890,2,1,32
9,7981,4,0,32
10,9804,1,2,32
1,2637,1,0,33
2,3495,3,0,33
3,8416,2,1,33
4,4328,0,4,33
5,0521,1,3,33
6,9603,1,1,33
7,0319,2,0,33
8,6275,4,0,33
9,8951,0,2,33
1,7042,4,0,34
2,2093,0,4,34
3,1420,4,0,34
4,2093,2,0,34
5,6305,3,0,34
6,5736,0,4,34
7,3475,0,4,34
8,1924,4,0,34
1,6321,3,0,35
2,7526,4,0,35
3,2410,1,0,35
4,7342,4,0,35
5,5982,2,2,35
1,6937,1,0,36
2,5649,0,2,36
3,9067,3,1,36
4,9034,1,1,36
5,8407,4,0,36
6,8461,2,2,36
7,0856,1,0,36
8,8295,1,2,36
9,7641,1,2,36
10,3481,2,1,36
1,2053,0,4,37
2,2850,2,0,37
3,4072,4,0,37
4,5391,0,1,37
1,5472,0,0,38
2,2419,2,1,38
3,8924,1,1,38
4,8350,2,1,38
1,7281,1,3,39
2,7426,1,1,39
3,2815,4,0,39
4,0379,1,0,39
5,1908,0,3,39
1,4125,0,1,40
2,3745,3,1,40
3,4693,4,0,40
4,6102,3,0,40
5,2357,4,0,40
6,3682,0,0,40
1,3169,1,3,41
2,9014,3,0,41
1,0358,3,0,42
1,2847,0,1,43
2,0893,4,0,43
3,6501,0,1,43
4,4650,4,0,43
5,7213,3,1,43
6,2934,2,0,43
1,1204,1,3,44
2,6845,4,0,44
3,8045,1,3,44
4,3187,1,0,44
5,9705,2,2,44
6,8561,3,0,44
7,5306,0,4,44
8,2034,2,1,44
1,5102,1,1,45
2,8017,2,2,45
3,8540,3,0,45
4,7819,0,4,45
5,5362,0,3,45
6,0635,2,2,45
1,4708,1,1,46
1,5920,0,1,47
2,6583,4,0,47
3,3405,3,0,47
4,5970,2,1,47
5,2369,4,0,47
6,3570,3,0,47
7,4035,3,1,47
8,1568,4,0,47
1,1562,2,0,48
2,7584,2,2,48
3,6519,3,1,48
4,7953,3,0,48
5,1895,3,0,48
6,1450,2,1,48
7,0765,3,0,48
8,7039,0,3,48
1,1968,4,0,49
2,0928,0,2,49
3,2510,2,0,49
4,0496,4,0,49
5,5420,1,0,49
6,8701,1,3,49
7,2851,3,1,49
8,6402,0,3,49
1,9107,2,2,50
